#TYPE Selected.System.Management.Automation.PSCustomObject
"DisplayName","smtp","email_addresses"
"(clr) Balzer's Canada","SMTP:CLRBalzer_s@clrsask.onmicrosoft.com","CLRBalzer_s@clrsask.onmicrosoft.com"
"(clr) Banshee P&H","SMTP:CLRBanshee@clrsask.onmicrosoft.com","CLRBanshee@clrsask.onmicrosoft.com"
"(clr) Better SuperVision Course","SMTP:CLRBetterSuperVisionCourse@clrsask.onmicrosoft.com","CLRBetterSuperVisionCourse@clrsask.onmicrosoft.com"
"(clr) BFI","SMTP:CLRBFI@clrsask.onmicrosoft.com","CLRBFI@clrsask.onmicrosoft.com"
"(clr) BHP Billiton","SMTP:CLRbhp@clrsask.onmicrosoft.com","CLRbhp@clrsask.onmicrosoft.com"
"(clr) Bill's Electric City","SMTP:CLRBill_sElectricCity@clrsask.onmicrosoft.com","CLRBill_sElectricCity@clrsask.onmicrosoft.com"
"(clr) Bird Const","SMTP:CLRBird@clrsask.onmicrosoft.com","CLRBird@clrsask.onmicrosoft.com"
"(clr) Black & McDonald","SMTP:CLRBlack_McDonald@clrsask.onmicrosoft.com","CLRBlack_McDonald@clrsask.onmicrosoft.com"
"(clr) Black Box Tech","SMTP:CLRBlackBox@clrsask.onmicrosoft.com","CLRBlackBox@clrsask.onmicrosoft.com"
"(clr) BM Metal Works","SMTP:CLRBMMetal@clrsask.onmicrosoft.com","CLRBMMetal@clrsask.onmicrosoft.com"
"(clr) Border Insulators","SMTP:CLRBorder@clrsask.onmicrosoft.com","CLRBorder@clrsask.onmicrosoft.com"
"(clr) Breck Construction","SMTP:CLRBreckConstruction@clrsask.onmicrosoft.com","CLRBreckConstruction@clrsask.onmicrosoft.com"
"(clr) Bricklayer Contractors","SMTP:CLRBricklayerContractors@clrsask.onmicrosoft.com","CLRBricklayerContractors@clrsask.onmicrosoft.com"
"(clr) Brock","SMTP:CLRBrock@clrsask.onmicrosoft.com","CLRBrock@clrsask.onmicrosoft.com"
"(clr) Brxton","SMTP:CLRBrxton@clrsask.onmicrosoft.com","CLRBrxton@clrsask.onmicrosoft.com"
"(clr) BSV and A&D Training","SMTP:CLRBSVAD@clrsask.onmicrosoft.com","CLRBSVAD@clrsask.onmicrosoft.com"
"(clr) BSV Instructors","SMTP:CLRBSVInstructors@clrsask.onmicrosoft.com","CLRBSVInstructors@clrsask.onmicrosoft.com"
"(clr) C&B Stoneworks","SMTP:CLRC_BStoneworks@clrsask.onmicrosoft.com","CLRC_BStoneworks@clrsask.onmicrosoft.com"
"(clr) C&E Mechanical","SMTP:CLRC_E@clrsask.onmicrosoft.com","CLRC_E@clrsask.onmicrosoft.com"
"(clr) Camino Construction","SMTP:CLRCamino@clrsask.onmicrosoft.com","CLRCamino@clrsask.onmicrosoft.com"
"(clr) Canadian Stebbins","SMTP:CLRCanadianStebbins@clrsask.onmicrosoft.com","CLRCanadianStebbins@clrsask.onmicrosoft.com"
"(clr) Capitol Steel","SMTP:CLRCapitolSteel@clrsask.onmicrosoft.com","CLRCapitolSteel@clrsask.onmicrosoft.com"
"(clr) Carpenter Contractors","SMTP:CLRCarpenterContractors@clrsask.onmicrosoft.com","CLRCarpenterContractors@clrsask.onmicrosoft.com"
"(clr) CCRL","SMTP:CLRCCRL@clrsask.onmicrosoft.com","CLRCCRL@clrsask.onmicrosoft.com"
"(clr) Centec Electric","SMTP:CLRCentec@clrsask.onmicrosoft.com","CLRCentec@clrsask.onmicrosoft.com"
"(clr) Chemco","SMTP:CLRchemco@clrsask.onmicrosoft.com","CLRchemco@clrsask.onmicrosoft.com"
"(clr) Chinook Scaffold","SMTP:CLRChinookScaffold@clrsask.onmicrosoft.com","CLRChinookScaffold@clrsask.onmicrosoft.com"
"(clr) Christie Mechanical","SMTP:CLRChristieMech@clrsask.onmicrosoft.com","CLRChristieMech@clrsask.onmicrosoft.com"
"(clr) Cimco Refrig","SMTP:CLRCimcoRefrig@clrsask.onmicrosoft.com","CLRCimcoRefrig@clrsask.onmicrosoft.com"
"(clr) CIMS","SMTP:CLRCIMS@clrsask.onmicrosoft.com","CLRCIMS@clrsask.onmicrosoft.com"
"(clr) City Masonry","SMTP:CLRCityMasonry@clrsask.onmicrosoft.com","CLRCityMasonry@clrsask.onmicrosoft.com"
"(clr) CK Masonry","SMTP:CLRCKMasonry@clrsask.onmicrosoft.com","CLRCKMasonry@clrsask.onmicrosoft.com"
"(clr) Clayburn Refractories","SMTP:CLRClayburn@clrsask.onmicrosoft.com","CLRClayburn@clrsask.onmicrosoft.com"
"(clr) Clearwater Energy Service","SMTP:CLRClearwaterEnergyService@clrsask.onmicrosoft.com","CLRClearwaterEnergyService@clrsask.onmicrosoft.com"
"(clr) CLR Board of Directors","SMTP:CLRCLRBOD@clrsask.onmicrosoft.com","CLRCLRBOD@clrsask.onmicrosoft.com"
"(clr) CLR Council","SMTP:CLRCLRcouncil@clrsask.onmicrosoft.com","CLRCLRcouncil@clrsask.onmicrosoft.com"
"(clr) CLR CRANE RENTAL Contr","SMTP:CLRCLRCRANERENTALContr@clrsask.onmicrosoft.com","CLRCLRCRANERENTALContr@clrsask.onmicrosoft.com"
"(clr) CLR Elec Comm Ctrs","SMTP:CLRCLRElecCommCtrs@clrsask.onmicrosoft.com","CLRCLRElecCommCtrs@clrsask.onmicrosoft.com"
"(clr) CLR Members","SMTP:CLRCLRMembers@clrsask.onmicrosoft.com","CLRCLRMembers@clrsask.onmicrosoft.com"
"(clr) CLR Members - Carpenter Trade Division","SMTP:CLRCLRMembers-CarpenterTradeDivision@clrsask.onmicrosoft.com","CLRCLRMembers-CarpenterTradeDivision@clrsask.onmicrosoft.com"
"(clr) CLR Members - Cement Mason Trade Division","SMTP:CLRCLRMembers-CementMasonTradeDivision@clrsask.onmicrosoft.com","CLRCLRMembers-CementMasonTradeDivision@clrsask.onmicrosoft.com"
"(clr) CLR Members - Ironworker Trade Division","SMTP:CLRCLRMembers-IronworkerTradeDivision@clrsask.onmicrosoft.com","CLRCLRMembers-IronworkerTradeDivision@clrsask.onmicrosoft.com"
"(clr) CLR Members - Labourer Trade Division","SMTP:CLRCLRMembers-LabourerTradeDivision@clrsask.onmicrosoft.com","CLRCLRMembers-LabourerTradeDivision@clrsask.onmicrosoft.com"
"(clr) CLR Members - Millwright Trade Division","SMTP:CLRCLRMembers-MillwrightTradeDivision@clrsask.onmicrosoft.com","CLRCLRMembers-MillwrightTradeDivision@clrsask.onmicrosoft.com"
"(clr) CLR Millwright Members","SMTP:CLRCLRMillwrightMembers@clrsask.onmicrosoft.com","CLRCLRMillwrightMembers@clrsask.onmicrosoft.com"
"(clr) Cement Mason Contractors","SMTP:CLRCMcontractors@clrsask.onmicrosoft.com","CLRCMcontractors@clrsask.onmicrosoft.com"
"(clr) Coastal Steel","SMTP:CLRCoastalSteel@clrsask.onmicrosoft.com","CLRCoastalSteel@clrsask.onmicrosoft.com"
"(clr) CODC AGM Contractors 2018","SMTP:CLRcodcagmcontractorsagm@clrsask.onmicrosoft.com","CLRcodcagmcontractorsagm@clrsask.onmicrosoft.com"
"(clr) CODC Board of Directors","SMTP:CLRcodcbod@clrsask.onmicrosoft.com","CLRcodcbod@clrsask.onmicrosoft.com"
"(clr) Coeus Electric & Controls Ltd.","SMTP:CLRCoeus@clrsask.onmicrosoft.com","CLRCoeus@clrsask.onmicrosoft.com"
"(clr) CONSTRUCTION OWNERS GROUP","SMTP:CLRCONSTRUCTIONOWNERSGROUP@clrsask.onmicrosoft.com","CLRCONSTRUCTIONOWNERSGROUP@clrsask.onmicrosoft.com"
"(clr) Crane Rental Contractors","SMTP:CLRCraneRentalContractors@clrsask.onmicrosoft.com","CLRCraneRentalContractors@clrsask.onmicrosoft.com"
"(clr) Custom Steel Erectors Ltd.","SMTP:CLRCustomSteel@clrsask.onmicrosoft.com","CLRCustomSteel@clrsask.onmicrosoft.com"
"(clr) Danrich Environmental Control Systems Ltd.","SMTP:CLRDanrich@clrsask.onmicrosoft.com","CLRDanrich@clrsask.onmicrosoft.com"
"(clr) Deco Interiors","SMTP:CLRDeco@clrsask.onmicrosoft.com","CLRDeco@clrsask.onmicrosoft.com"
"(clr) Discount Plumbing","SMTP:CLRDiscount@clrsask.onmicrosoft.com","CLRDiscount@clrsask.onmicrosoft.com"
"(clr) Derksen Mechanical","SMTP:CLRDMS@clrsask.onmicrosoft.com","CLRDMS@clrsask.onmicrosoft.com"
"(clr) Dominion Construction","SMTP:CLRDominion@clrsask.onmicrosoft.com","CLRDominion@clrsask.onmicrosoft.com"
"(clr) Double K","SMTP:CLRDoubleK@clrsask.onmicrosoft.com","CLRDoubleK@clrsask.onmicrosoft.com"
"(clr) Drivercheck Inc.","SMTP:CLRdrivercheck@clrsask.onmicrosoft.com","CLRdrivercheck@clrsask.onmicrosoft.com"
"(clr) Eco-Consulting","SMTP:CLREco-Consulting@clrsask.onmicrosoft.com","CLREco-Consulting@clrsask.onmicrosoft.com"
"(clr) Edco Plumbing & Heating","SMTP:CLREdcoPH@clrsask.onmicrosoft.com","CLREdcoPH@clrsask.onmicrosoft.com"
"(clr) Edmonton Exchanger","SMTP:CLREdmontonExchanger@clrsask.onmicrosoft.com","CLREdmontonExchanger@clrsask.onmicrosoft.com"
"(clr) Elance Steel","SMTP:CLRElance@clrsask.onmicrosoft.com","CLRElance@clrsask.onmicrosoft.com"
"(clr) ELEC Comm Ctrs","SMTP:CLRELECCommCtrs@clrsask.onmicrosoft.com","CLRELECCommCtrs@clrsask.onmicrosoft.com"
"(clr) Electrical Contractors","SMTP:CLRElectricalContractors@clrsask.onmicrosoft.com","CLRElectricalContractors@clrsask.onmicrosoft.com"
"(clr) Elevator Ctrs SK","SMTP:CLRElevatorCtrsSK@clrsask.onmicrosoft.com","CLRElevatorCtrsSK@clrsask.onmicrosoft.com"
"(clr) EllisDon","SMTP:CLREllisDon@clrsask.onmicrosoft.com","CLREllisDon@clrsask.onmicrosoft.com"
"(clr) Ellis Mechanical","SMTP:CLREllisMech@clrsask.onmicrosoft.com","CLREllisMech@clrsask.onmicrosoft.com"
"(clr) Empire Iron Works","SMTP:CLREmpire@clrsask.onmicrosoft.com","CLREmpire@clrsask.onmicrosoft.com"
"(clr) E. S. Fox Ltd.","SMTP:CLRESFox@clrsask.onmicrosoft.com","CLRESFox@clrsask.onmicrosoft.com"
"(clr) Evraz","SMTP:CLREvraz@clrsask.onmicrosoft.com","CLREvraz@clrsask.onmicrosoft.com"
"(clr) Flaminio Ceilings","SMTP:CLRFlaminioCeilings@clrsask.onmicrosoft.com","CLRFlaminioCeilings@clrsask.onmicrosoft.com"
"(clr) Flynn Industrial","SMTP:CLRFlynn.industrial@clrsask.onmicrosoft.com","CLRFlynn.industrial@clrsask.onmicrosoft.com"
"(clr) Foundation Piling Contractors","SMTP:CLRFndPilingContractors@clrsask.onmicrosoft.com","CLRFndPilingContractors@clrsask.onmicrosoft.com"
"(clr) Frontier Masonry","SMTP:CLRFrontierMasonry@clrsask.onmicrosoft.com","CLRFrontierMasonry@clrsask.onmicrosoft.com"
"(clr) File Server Resource Manager Reports","SMTP:CLRfsrmreports@clrsask.onmicrosoft.com","CLRfsrmreports@clrsask.onmicrosoft.com"
"(clr) Fuller Austin","SMTP:CLRFullerAustin@clrsask.onmicrosoft.com","CLRFullerAustin@clrsask.onmicrosoft.com"
"(clr) Gabriel Contracting","SMTP:CLRGabriel@clrsask.onmicrosoft.com","CLRGabriel@clrsask.onmicrosoft.com"
"(clr) GanotecWest","SMTP:CLRganotecwest@clrsask.onmicrosoft.com","CLRganotecwest@clrsask.onmicrosoft.com"
"(clr) GB Mobile","SMTP:CLRGBMobile@clrsask.onmicrosoft.com","CLRGBMobile@clrsask.onmicrosoft.com"
"(clr) GETSCO Technical Service Inc.","SMTP:CLRGETSCO@clrsask.onmicrosoft.com","CLRGETSCO@clrsask.onmicrosoft.com"
"(clr) Giesbrecht Cranes","SMTP:CLRGiesbrecht@clrsask.onmicrosoft.com","CLRGiesbrecht@clrsask.onmicrosoft.com"
"(clr) Globe-Elite","SMTP:CLRGlobe-Elite@clrsask.onmicrosoft.com","CLRGlobe-Elite@clrsask.onmicrosoft.com"
"(clr) Grace Instrumentation","SMTP:CLRGraceInst@clrsask.onmicrosoft.com","CLRGraceInst@clrsask.onmicrosoft.com"
"(clr) Harris Rebar","SMTP:CLRHarrisRebar@clrsask.onmicrosoft.com","CLRHarrisRebar@clrsask.onmicrosoft.com"
"(clr) Holly","SMTP:CLRHolly@clrsask.onmicrosoft.com","CLRHolly@clrsask.onmicrosoft.com"
"(clr) Honest Plumbing & Heating","SMTP:CLRHonest@clrsask.onmicrosoft.com","CLRHonest@clrsask.onmicrosoft.com"
"(clr) Honeywell","SMTP:CLRHoneywell@clrsask.onmicrosoft.com","CLRHoneywell@clrsask.onmicrosoft.com"
"(clr) Horton CBI","SMTP:CLRHortonCBI@clrsask.onmicrosoft.com","CLRHortonCBI@clrsask.onmicrosoft.com"
"(clr) Hub City Steel","SMTP:CLRHubCity@clrsask.onmicrosoft.com","CLRHubCity@clrsask.onmicrosoft.com"
"(clr) Huber Construction","SMTP:CLRHuberConstruction@clrsask.onmicrosoft.com","CLRHuberConstruction@clrsask.onmicrosoft.com"
"(clr) Industrial Corrosion Control","SMTP:CLRICC@clrsask.onmicrosoft.com","CLRICC@clrsask.onmicrosoft.com"
"(clr) Icon Construction","SMTP:CLRIconConst@clrsask.onmicrosoft.com","CLRIconConst@clrsask.onmicrosoft.com"
"(clr) Industrial Scaffold","SMTP:CLRIndScaff@clrsask.onmicrosoft.com","CLRIndScaff@clrsask.onmicrosoft.com"
"(clr) Insulator Industrial Negotiating Committee","SMTP:CLRIns.Ind.Negot@clrsask.onmicrosoft.com","CLRIns.Ind.Negot@clrsask.onmicrosoft.com"
"(clr) Insight Masonry","SMTP:CLRInsightMasonry@clrsask.onmicrosoft.com","CLRInsightMasonry@clrsask.onmicrosoft.com"
"(clr) Insulation Applicators","SMTP:CLRInsulApp@clrsask.onmicrosoft.com","CLRInsulApp@clrsask.onmicrosoft.com"
"(clr) Insulator Contractors","SMTP:CLRInsulatorContractors@clrsask.onmicrosoft.com","CLRInsulatorContractors@clrsask.onmicrosoft.com"
"(clr) Insulcana","SMTP:CLRInsulcana@clrsask.onmicrosoft.com","CLRInsulcana@clrsask.onmicrosoft.com"
"(clr) Interprovincial Insulation Inc.","SMTP:CLRInterprovincial@clrsask.onmicrosoft.com","CLRInterprovincial@clrsask.onmicrosoft.com"
"(clr) Iron Worker Commercial Contractors","SMTP:CLRIronWorkerCommercialContractors@clrsask.onmicrosoft.com","CLRIronWorkerCommercialContractors@clrsask.onmicrosoft.com"
"(clr) Iron Worker Contractors","SMTP:CLRIronWorkerContractors@clrsask.onmicrosoft.com","CLRIronWorkerContractors@clrsask.onmicrosoft.com"
"(clr) Iron Workers Neg Cmtte","SMTP:CLRIronWorkersNegCmtte@clrsask.onmicrosoft.com","CLRIronWorkersNegCmtte@clrsask.onmicrosoft.com"
"(clr) ITS Occupational Health","SMTP:CLRITS.Health@clrsask.onmicrosoft.com","CLRITS.Health@clrsask.onmicrosoft.com"
"(clr) JLP Masonry","SMTP:CLRJLPMasonry@clrsask.onmicrosoft.com","CLRJLPMasonry@clrsask.onmicrosoft.com"
"(clr) JoyGlobal","SMTP:CLRJoyGlobal@clrsask.onmicrosoft.com","CLRJoyGlobal@clrsask.onmicrosoft.com"
"(clr) Kaefer","SMTP:CLRKaefer@clrsask.onmicrosoft.com","CLRKaefer@clrsask.onmicrosoft.com"
"(clr) Keller Foundations","SMTP:CLRKeller@clrsask.onmicrosoft.com","CLRKeller@clrsask.onmicrosoft.com"
"(clr) Kone Elevator","SMTP:CLRkone@clrsask.onmicrosoft.com","CLRkone@clrsask.onmicrosoft.com"
"(clr) K+S Postash Canada","SMTP:CLRkspotash@clrsask.onmicrosoft.com","CLRkspotash@clrsask.onmicrosoft.com"
"(clr) Kusy's Electric","SMTP:CLRKusy_sElec@clrsask.onmicrosoft.com","CLRKusy_sElec@clrsask.onmicrosoft.com"
"(clr) Labourer Contractors","SMTP:CLRLabourerContractors@clrsask.onmicrosoft.com","CLRLabourerContractors@clrsask.onmicrosoft.com"
"(clr) Labourer Negotiating Committee","SMTP:CLRLabourerNegotiatingCommittee@clrsask.onmicrosoft.com","CLRLabourerNegotiatingCommittee@clrsask.onmicrosoft.com"
"(clr) LaFramboise","SMTP:CLRLaframboise@clrsask.onmicrosoft.com","CLRLaframboise@clrsask.onmicrosoft.com"
"(clr) Laird Electric","SMTP:CLRLairdElec@clrsask.onmicrosoft.com","CLRLairdElec@clrsask.onmicrosoft.com"
"(clr) Lancaster","SMTP:CLRLancaster@clrsask.onmicrosoft.com","CLRLancaster@clrsask.onmicrosoft.com"
"(clr) La Prairie Crane","SMTP:CLRLaPrairieCrane@clrsask.onmicrosoft.com","CLRLaPrairieCrane@clrsask.onmicrosoft.com"
"(clr) Lift All Crane","SMTP:CLRLiftAll@clrsask.onmicrosoft.com","CLRLiftAll@clrsask.onmicrosoft.com"
"(clr) Litz Cranes","SMTP:CLRLitzCranes@clrsask.onmicrosoft.com","CLRLitzCranes@clrsask.onmicrosoft.com"
"(clr) LMI Committee","SMTP:CLRLMICommittee@clrsask.onmicrosoft.com","CLRLMICommittee@clrsask.onmicrosoft.com"
"(clr) LML Industrial","SMTP:CLRLML@clrsask.onmicrosoft.com","CLRLML@clrsask.onmicrosoft.com"
"(clr) Mammoet","SMTP:CLRMammoet@clrsask.onmicrosoft.com","CLRMammoet@clrsask.onmicrosoft.com"
"(clr) Marathon Mechanical","SMTP:CLRMarathon2010@clrsask.onmicrosoft.com","CLRMarathon2010@clrsask.onmicrosoft.com"
"(clr) Max Refractory","SMTP:CLRMaxRefractory@clrsask.onmicrosoft.com","CLRMaxRefractory@clrsask.onmicrosoft.com"
"(clr) MBB Power Services","SMTP:CLRMBBPower@clrsask.onmicrosoft.com","CLRMBBPower@clrsask.onmicrosoft.com"
"(clr) Melloy Industrial Services Inc.","SMTP:CLRmelloyindustrialservices@clrsask.onmicrosoft.com","CLRmelloyindustrialservices@clrsask.onmicrosoft.com"
"(clr) Michels Canada","SMTP:CLRMichelsCanada@clrsask.onmicrosoft.com","CLRMichelsCanada@clrsask.onmicrosoft.com"
"(clr) Micro Industrial","SMTP:CLRMicroInd@clrsask.onmicrosoft.com","CLRMicroInd@clrsask.onmicrosoft.com"
"(clr) Micron Controls","SMTP:CLRMicronControls@clrsask.onmicrosoft.com","CLRMicronControls@clrsask.onmicrosoft.com"
"(clr) Millenium Const","SMTP:CLRMillConst@clrsask.onmicrosoft.com","CLRMillConst@clrsask.onmicrosoft.com"
"(clr) Millwright Contractors","SMTP:CLRMillwrightContractors@clrsask.onmicrosoft.com","CLRMillwrightContractors@clrsask.onmicrosoft.com"
"(clr) Millwright Negotiating Committee","SMTP:CLRMillwrightNegotiatingCommittee@clrsask.onmicrosoft.com","CLRMillwrightNegotiatingCommittee@clrsask.onmicrosoft.com"
"(clr) Modern Niag","SMTP:CLRMNiagara@clrsask.onmicrosoft.com","CLRMNiagara@clrsask.onmicrosoft.com"
"(clr) MOSAIC","SMTP:CLRMosaic@clrsask.onmicrosoft.com","CLRMosaic@clrsask.onmicrosoft.com"
"(clr) MX2 Industrial","SMTP:CLRMX2@clrsask.onmicrosoft.com","CLRMX2@clrsask.onmicrosoft.com"
"(clr) National Crane","SMTP:CLRNationalCrane@clrsask.onmicrosoft.com","CLRNationalCrane@clrsask.onmicrosoft.com"
"(clr) NCLRA","SMTP:CLRNclra@clrsask.onmicrosoft.com","CLRNclra@clrsask.onmicrosoft.com"
"(clr) NCRLA-CBTU Work Ready","SMTP:CLRnclra.work.ready@clrsask.onmicrosoft.com","CLRnclra.work.ready@clrsask.onmicrosoft.com"
"(clr) NCSG Crane","SMTP:CLRNCSG@clrsask.onmicrosoft.com","CLRNCSG@clrsask.onmicrosoft.com"
"(clr) Nite Hawk","SMTP:CLRNiteHawk@clrsask.onmicrosoft.com","CLRNiteHawk@clrsask.onmicrosoft.com"
"(clr) Northern Crane","SMTP:CLRNorthernCrane@clrsask.onmicrosoft.com","CLRNorthernCrane@clrsask.onmicrosoft.com"
"(clr) O/E COMM Contractors","SMTP:CLRO_ECommContractors@clrsask.onmicrosoft.com","CLRO_ECommContractors@clrsask.onmicrosoft.com"
"(clr) O/E Contractors","SMTP:CLRO_EContractors@clrsask.onmicrosoft.com","CLRO_EContractors@clrsask.onmicrosoft.com"
"(clr) O/E Contractors - Industrial","SMTP:CLRO_EContractors-Industrial@clrsask.onmicrosoft.com","CLRO_EContractors-Industrial@clrsask.onmicrosoft.com"
"(clr) Otis Elevator","SMTP:CLRotis@clrsask.onmicrosoft.com","CLRotis@clrsask.onmicrosoft.com"
"(clr) Painter Employers","SMTP:CLRpainteremployer@clrsask.onmicrosoft.com","CLRpainteremployer@clrsask.onmicrosoft.com"
"(clr) Park Derochie","SMTP:CLRParkDerochie@clrsask.onmicrosoft.com","CLRParkDerochie@clrsask.onmicrosoft.com"
"(clr) PCL Industrial","SMTP:CLRPCLIndustrialConstructors@clrsask.onmicrosoft.com","CLRPCLIndustrialConstructors@clrsask.onmicrosoft.com"
"(clr) PCL Intracon","SMTP:CLRPCLIntracon@clrsask.onmicrosoft.com","CLRPCLIntracon@clrsask.onmicrosoft.com"
"(clr) Peak Mechanical","SMTP:CLRPeakMech@clrsask.onmicrosoft.com","CLRPeakMech@clrsask.onmicrosoft.com"
"(clr) Plumber/Pipefitter Contractors","SMTP:CLRPlumber_PipefitterContractors@clrsask.onmicrosoft.com","CLRPlumber_PipefitterContractors@clrsask.onmicrosoft.com"
"(clr) Plumber/Pipefitter IND Contractors","SMTP:CLRPlumber_PipefitterINDContractors@clrsask.onmicrosoft.com","CLRPlumber_PipefitterINDContractors@clrsask.onmicrosoft.com"
"(clr) Plumber Comm. Contractors","SMTP:CLRPlumberComm.Contractors@clrsask.onmicrosoft.com","CLRPlumberComm.Contractors@clrsask.onmicrosoft.com"
"(clr) Postmaster and Abuse Reporting","SMTP:CLRpostmaster@clrsask.onmicrosoft.com","CLRpostmaster@clrsask.onmicrosoft.com"
"(clr) Potash Corporation","SMTP:CLRpotashcorp@clrsask.onmicrosoft.com","CLRpotashcorp@clrsask.onmicrosoft.com"
"(clr) Pow City Mechanical","SMTP:CLRPowCityMech@clrsask.onmicrosoft.com","CLRPowCityMech@clrsask.onmicrosoft.com"
"(clr) Power Chief Scaffolding","SMTP:CLRPowerChief@clrsask.onmicrosoft.com","CLRPowerChief@clrsask.onmicrosoft.com"
"(clr) Prairie Crane","SMTP:CLRPrairieCrane@clrsask.onmicrosoft.com","CLRPrairieCrane@clrsask.onmicrosoft.com"
"(clr) Precise Machine","SMTP:CLRPrecise@clrsask.onmicrosoft.com","CLRPrecise@clrsask.onmicrosoft.com"
"(clr) Pro Metal","SMTP:CLRProMetal@clrsask.onmicrosoft.com","CLRProMetal@clrsask.onmicrosoft.com"
"(clr) Pryme Iron Inc.","SMTP:CLRPrymeIronInc@clrsask.onmicrosoft.com","CLRPrymeIronInc@clrsask.onmicrosoft.com"
"(clr) PS Electric","SMTP:CLRPSElec@clrsask.onmicrosoft.com","CLRPSElec@clrsask.onmicrosoft.com"
"(clr) Ram Steel","SMTP:CLRRamSteel@clrsask.onmicrosoft.com","CLRRamSteel@clrsask.onmicrosoft.com"
"(clr) Reftech","SMTP:CLRreftech@clrsask.onmicrosoft.com","CLRreftech@clrsask.onmicrosoft.com"
"(clr) Regina Elevator","SMTP:CLRreginaelevator@clrsask.onmicrosoft.com","CLRreginaelevator@clrsask.onmicrosoft.com"
"(clr) RHI Canada","SMTP:CLRRHI@clrsask.onmicrosoft.com","CLRRHI@clrsask.onmicrosoft.com"
"(clr) R J Steel Erectors","SMTP:CLRRJSteel@clrsask.onmicrosoft.com","CLRRJSteel@clrsask.onmicrosoft.com"
"(clr) RKM Services","SMTP:CLRRKMServices@clrsask.onmicrosoft.com","CLRRKMServices@clrsask.onmicrosoft.com"
"(clr) Roofer/Sheet Metal","SMTP:CLRRoofer_SheetMetal@clrsask.onmicrosoft.com","CLRRoofer_SheetMetal@clrsask.onmicrosoft.com"
"(clr) RPM Cranes","SMTP:CLRRPMCranes@clrsask.onmicrosoft.com","CLRRPMCranes@clrsask.onmicrosoft.com"
"(clr) Safway","SMTP:CLRSafway@clrsask.onmicrosoft.com","CLRSafway@clrsask.onmicrosoft.com"
"(clr) Sask Building Trades","SMTP:CLRSaskBuildingTrades@clrsask.onmicrosoft.com","CLRSaskBuildingTrades@clrsask.onmicrosoft.com"
