"DisplayName","Alias","Primary SMTP address","Distribution Group","Distribution Group Primary SMTP address"
"(clr) PCL Industrial","CLRPCLIndustrialConstructors","PCLIndustrialConstructors@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) LML Industrial","CLRLML","LML@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) PCL Intracon","CLRPCLIntracon","PCLIntracon@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Ram Steel","CLRRamSteel","RamSteel@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Pow City Mechanical","CLRPowCityMech","PowCityMech@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Thorpe Bros","CLRThorpeBros","ThorpeBros@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Team Industrial","CLRTeamInd","TeamInd@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Horton CBI","CLRHortonCBI","HortonCBI@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Marathon Mechanical","CLRMarathon2010","Marathon2010@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Standard Mechanical","CLRStandardMechanical","StandardMechanical@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Western System Controls","CLRWSC","WSC@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Melloy Industrial Services Inc.","CLRmelloyindustrialservices","melloyindustrialservices@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Honeywell","CLRHoneywell","Honeywell@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) LaFramboise","CLRLaframboise","Laframboise@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
"(clr) Precise Machine","CLRPrecise","Precise@clrs.local","(clr) Plumber/Pipefitter Contractors","Plumber/PipefitterContractors@clrs.local"
